"date","UE","UN","EU","EN","NU","NE"
1980-01-01,0.210754679253859,0.0476200420142409,0.0159516473335693,0.00813237034698047,0.0257252139798262,0
1980-02-01,0.217399376339082,0.0522843788672564,0.0154778895024845,0.00761759506519563,0.0295214460657612,0
1980-03-01,0.244032579046317,0.0496193366468699,0.0168026624075117,0.00767631363226837,0.0286528249161173,0
1980-04-01,0.220046305255836,0.0461563451131726,0.0159666671793078,0.00780014799772135,0.0273723863629944,0
1980-05-01,0.215755664155766,0.0513753164641157,0.0179519325674059,0.00862315595076133,0.0256339655645489,0
1980-06-01,0.22365845968221,0.051911301620976,0.0201237597062259,0.00813522838566549,0.0278308948674337,0
1980-07-01,0.214091607628467,0.0484029068193856,0.0194150384945228,0.00852883149036017,0.0286010275213779,0
1980-08-01,0.205813390555731,0.050265200544374,0.0212826785878509,0.0106923655241139,0.0277788791670314,0
1980-09-01,0.219060827552576,0.0532574540560034,0.0202483021509067,0.0108184091261886,0.0299690227524687,0
1980-10-01,0.222688089984561,0.0467083863325982,0.0195470565772697,0.0105976014197287,0.0304003580861895,0
1980-11-01,0.207630846334253,0.050574030216354,0.0203195921010148,0.0104342247833243,0.0283876530218567,0
1980-12-01,0.209925422874772,0.0487022439658783,0.0180439966673342,0.0100936759123618,0.0293017455348461,0
1981-01-01,0.220548981086966,0.0517277794394763,0.0191359955558297,0.0114980680488729,0.0304976239525165,0
1981-02-01,0.193230319810796,0.0526020027628615,0.0182291090541346,0.00908591840652782,0.028449841920693,0
1981-03-01,0.195545239562384,0.051301274900846,0.0194953355437479,0.0120537697549098,0.0304433516818803,0
1981-04-01,0.220996223127131,0.0522640809475697,0.0172060743488995,0.00803651692256101,0.0298667496059877,0
1981-05-01,0.226909103870793,0.0444199366106577,0.0179579776594243,0.00848006031311317,0.0292108689380723,0
1981-06-01,0.198172067555644,0.0495598339878072,0.0186914858506285,0.0100871329067599,0.0295382507526308,0
1981-07-01,0.213233046231049,0.048258577365325,0.0175225787732181,0.008180988394213,0.029203634281215,0
1981-08-01,0.216335238303419,0.0515696715763758,0.0184083328789452,0.0098592715139625,0.0303561715687077,0
1981-09-01,0.201253891956483,0.0511061111611922,0.0173718321363028,0.00841092097807454,0.0270573229215361,0
1981-10-01,0.208275395250054,0.055428863504245,0.0180751994044785,0.00997560806809358,0.0308164812650435,0
1981-11-01,0.222595667950415,0.0505108290104747,0.0181520580547936,0.00729622349822702,0.030790960826054,0
1981-12-01,0.207731666717017,0.0508946155473612,0.0211628510781187,0.00871150890113306,0.0305792895602542,0
1982-01-01,0.215015095622372,0.0539971250191817,0.0210250175667513,0.00997419162985157,0.028931843414489,0
1982-02-01,0.206671715684899,0.056070231697235,0.0193788165867965,0.00952998469035571,0.0308801981432386,0
1982-03-01,0.204787186444364,0.0583344685299176,0.0197682163978652,0.00999884882491922,0.0307443407217447,0
1982-04-01,0.195728303287697,0.0567694366010322,0.0226207015228252,0.0114637496330504,0.031744898879382,0
1982-05-01,0.198617531732728,0.0542558320339863,0.0191422140026676,0.00796730000172851,0.0333958561915572,0
1982-06-01,0.197039232529396,0.0598114541619557,0.0205956575493997,0.0105536600525609,0.031440744937234,0
1982-07-01,0.178868626954017,0.0518527180192046,0.0207592644256314,0.0102414275827022,0.0312780924082273,0
1982-08-01,0.19908987921239,0.0549928481062429,0.0194785778635185,0.00787635971150511,0.0321488894744861,0
1982-09-01,0.195930137780891,0.0499190194555405,0.0203917848653034,0.00915895228226707,0.0327547847295621,0
1982-10-01,0.192180825071242,0.0521073319708759,0.0211943581048973,0.00858723418371211,0.0317439891663367,0
1982-11-01,0.186240404425302,0.0471812490896374,0.0216505256399117,0.0092645512464123,0.0335642809196892,0
1982-12-01,0.178063738455445,0.0480835197067183,0.0234609322352418,0.00960645409275608,0.0343768053606702,0
1983-01-01,0.187011817947434,0.0583686140008973,0.0207159381865604,0.00999875707472845,0.0361748510092156,0
1983-02-01,0.185139690710277,0.0494659392704284,0.0223923497890443,0.0119115479196277,0.0340591255262306,0
1983-03-01,0.173357384838151,0.0507213825383124,0.0203329046382725,0.0119273124455529,0.0322826449643583,0
1983-04-01,0.167655171376281,0.047233987730733,0.0203908048668142,0.0102205221448032,0.0328940413125309,0
1983-05-01,0.177595632087136,0.0526440489015011,0.0230487847963991,0.0126868034714612,0.0340839365331051,0
1983-06-01,0.171349361054001,0.0477035417264978,0.0224454043900688,0.0126946453403869,0.0355511026478246,0
1983-07-01,0.184241470197735,0.0594909811674265,0.0211310768258198,0.0113558858587548,0.0318003064667958,0
1983-08-01,0.18784920249302,0.051030813117635,0.020734117132998,0.0119425457496458,0.0348762477333125,0
1983-09-01,0.190836493428982,0.0454426406628863,0.0210740868162342,0.00865207472601808,0.0333780540147279,0
1983-10-01,0.19148181457605,0.0545340632485224,0.0212968128475447,0.010690954852892,0.0344067941718115,0
1983-11-01,0.194998198500153,0.0499021581433258,0.0200214766397041,0.0118744456958585,0.032583544761101,0
1983-12-01,0.183806648125649,0.0493473887695534,0.0194895142477406,0.0107587235648801,0.0326686143633437,0
1984-01-01,0.201670597531369,0.0459570118331333,0.0216238115411678,0.00945657010479588,0.0333450464472907,0
1984-02-01,0.209509912940212,0.056983447841098,0.0195256244203536,0.0103693436077032,0.0326336544049168,0
1984-03-01,0.20044482718292,0.0545191388558383,0.0196210677926935,0.0105400613924438,0.0306739018079746,0
1984-04-01,0.195001249654266,0.0498100549388659,0.0202987865820324,0.0107711038417468,0.030174308563464,0
1984-05-01,0.190255982240912,0.0528534991927377,0.0186733981756624,0.00990756446491349,0.030581123577015,0
1984-06-01,0.211945939276636,0.0549397224204616,0.0168470536223213,0.00984989573806944,0.0300742571335327,0
1984-07-01,0.22134892051671,0.0447915095026394,0.0180462540591873,0.00856432223871069,0.0316513151192999,0
1984-08-01,0.207919362890288,0.0537078589455998,0.0189897065464607,0.0103090171619174,0.0293063269260617,0
1984-09-01,0.224627760981467,0.0518805159875246,0.0189468302526152,0.00954917800443934,0.0316832116045244,0
1984-10-01,0.189429539926418,0.0580176483616991,0.0193066995253525,0.0114814941578858,0.0294516788548137,0
1984-11-01,0.216509905542233,0.0551404985960291,0.0177066818451763,0.00842672221402767,0.0314038932242863,0
1984-12-01,0.213003794284822,0.056899071037728,0.0171720983260477,0.00934072984388523,0.0327533683909526,0
1985-01-01,0.195609242558138,0.0576240361839733,0.0186001978088753,0.0106832670952629,0.0293447810562691,0
1985-02-01,0.221520916590643,0.0524935578224085,0.0193992247192201,0.0107171916843271,0.0289160944530262,0
1985-03-01,0.221532992635382,0.0448802788011534,0.0185666491694176,0.0071229271598535,0.0294537565975882,0
1985-04-01,0.211394397698561,0.0532774436066496,0.0192970690066375,0.00976337223275724,0.0298629175299949,0
1985-05-01,0.223549974921515,0.0528461491821037,0.017014874373049,0.00830028961683791,0.0312566918361259,0
1985-06-01,0.225015874995466,0.053729800202392,0.019474890516457,0.0107907923616208,0.0315455837319713,0
1985-07-01,0.208150022443342,0.0555416084831829,0.0196702582257253,0.0101542700680393,0.0306179730462599,0
1985-08-01,0.214116492436537,0.0564051063350808,0.018781180016171,0.0104753745048743,0.0304107553450758,0
1985-09-01,0.218781797772661,0.0584332602012344,0.0186630159809843,0.0116571879500081,0.0324063732642838,0
1985-10-01,0.219625963618203,0.0487333839116546,0.0183021373052822,0.00749303953461368,0.029769009828511,0
1985-11-01,0.212428630688015,0.0567563278524841,0.0182050632199391,0.0105708915692325,0.0298385126141649,0
1985-12-01,0.20255547447859,0.0620573036257617,0.0181687998316224,0.0113305252739709,0.0313084946824009,0
1986-01-01,0.213959299191359,0.0529376009332806,0.0152187394933634,0.00743095619139752,0.0269797316340589,0
1986-02-01,0.225718490560644,0.0520277593401798,0.0193121785338906,0.011428930133811,0.0327554041350783,0
1986-03-01,0.206745361498411,0.0537613128741271,0.0169287382160122,0.00707558523341887,0.0290478941499892,0
1986-04-01,0.212288040952501,0.0516697848678506,0.0191770234033078,0.00917808705382871,0.0293529644481252,0
1986-05-01,0.203472697410875,0.0576605427849785,0.0185159659807381,0.0107805710400757,0.0296298154695399,0
1986-06-01,0.216780354461781,0.0508115607925268,0.0184140463660168,0.00909289008653794,0.0292359206764519,0
1986-07-01,0.206537687908334,0.0487395660249987,0.0191193211537874,0.00962626321335458,0.0275777785333224,0
1986-08-01,0.223475609515085,0.0527327753634171,0.0163105267477378,0.00799585636160319,0.0315654260507036,0
1986-09-01,0.207808582060666,0.0511084619608089,0.0182541254229439,0.0103707355609157,0.0290306514413911,0
1986-10-01,0.207299803773469,0.0525336017543997,0.0177382618173658,0.00932022155245928,0.0297974499646705,0
1986-11-01,0.203615904674622,0.0505694360108308,0.0182443404472107,0.00905053484615873,0.0284094131224509,0
1986-12-01,0.224466150803104,0.0513564683085084,0.0174119655100836,0.00839990604055054,0.02942399163374,0
1987-01-01,0.228286867585257,0.0423763744396273,0.0190922489875231,0.00880765717031764,0.0280231277272795,0
1987-02-01,0.20422990467874,0.0488270630320746,0.0172605288070504,0.00851286031076456,0.0251508959736249,0
1987-03-01,0.206340490257866,0.0482844578631195,0.0180331842653269,0.0091360167774293,0.0282013582119849,0
1987-04-01,0.216023675987133,0.0536616532772702,0.0186478922619556,0.00999913793492369,0.0282412584658354,0
1987-05-01,0.222586412935905,0.0530492027576562,0.0168398291109502,0.00965627050143472,0.0308850248435171,0
1987-06-01,0.214995785676522,0.0499090165001686,0.0180849973679138,0.00958158356443048,0.0278858568037567,0
1987-07-01,0.218013366010614,0.0458263780918512,0.0176116113236276,0.00936911609513875,0.0264171537902898,0
1987-08-01,0.232695022004735,0.0387053518017363,0.0164098329515671,0.00546683638849099,0.0262811574145742,0
1987-09-01,0.207707020934473,0.0505029563245127,0.0172279046507479,0.00995811955954155,0.0252901961142658,0
1987-10-01,0.216926330855508,0.0500847445018161,0.0161573657047231,0.00905274649657604,0.0297473468910524,0
1987-11-01,0.225248625270001,0.0504052235070032,0.0177485529593598,0.00987269770690175,0.0268643029291076,0
1987-12-01,0.224894290327061,0.0462685864025816,0.0159129276077657,0.00816787584053534,0.0266843408001428,0
1988-01-01,0.226609454551495,0.0509576106929297,0.016354180955967,0.00825365547332584,0.028036727350617,0
1988-02-01,0.21986468393305,0.0511730662742579,0.0163649332763364,0.00809808424519611,0.0267325699920515,0
1988-03-01,0.212910459653575,0.0430952140348601,0.0174818779955912,0.00949503895572318,0.0260705570059835,0
1988-04-01,0.226459086264057,0.0415305031447597,0.0142766872727262,0.0061138867651489,0.0259811733712935,0
1988-05-01,0.226948325405717,0.0510059200397512,0.0179418125980192,0.0114036481405257,0.0259574297853348,0
1988-06-01,0.22151559804498,0.0446369851294076,0.0164803990083523,0.00738378375577103,0.0267202034313119,0
1988-07-01,0.224348546637037,0.042342014962145,0.0166071336859994,0.00932303663402135,0.0245808696932352,0
1988-08-01,0.214360013664414,0.0405035743671335,0.0163465489873114,0.00770318889311195,0.0227038625887133,0
1988-09-01,0.215868521087368,0.0451347379305452,0.0156615815380678,0.00661491866816007,0.0256528627348469,0
1988-10-01,0.228015576858995,0.0530403712986153,0.0163751337939216,0.00913809741767862,0.0254190036918451,0
1988-11-01,0.218237183773412,0.0531038193899848,0.0151738382744176,0.00957606543601244,0.0275269788823467,0
1988-12-01,0.191560649547901,0.0345974679096739,0.0183511350864111,0.00849348046597708,0.0264494760349215,0
1989-01-01,0.2344293191657,0.0519477395334003,0.0124554742507615,0.0077417373924134,0.0222949139698241,0
1989-02-01,0.227545074708476,0.0480887841015466,0.0158447871885835,0.0081788997891865,0.0260656647632126,0
1989-03-01,0.247175080037349,0.0464282975101992,0.0147517561071196,0.0073597846927179,0.0274915404371562,0
1989-04-01,0.240643455764763,0.0484694081715766,0.0161693074049773,0.00932313898213669,0.0283527295971641,0
1989-05-01,0.222162766443691,0.0516551137744633,0.0164896086615096,0.00820593743342048,0.0227462038309798,0
1989-06-01,0.22889426368109,0.0554772896737248,0.0151458599223545,0.00831834120960165,0.0276811965910987,0
1989-07-01,0.238384438939396,0.0434346575453103,0.0162385692884328,0.00688282967742626,0.0273549500008035,0
1989-08-01,0.243281185815551,0.0512891850908607,0.0145473959512556,0.00824407431300363,0.0252470710397289,0
1989-09-01,0.229266758555681,0.0473057481848329,0.0155273115943311,0.0073711055119585,0.0244320192265118,0
1989-10-01,0.24361899535219,0.0477100246284748,0.0170231235756801,0.00845956553544065,0.0264134331648775,0
1989-11-01,0.234001217427429,0.046876895445928,0.0169713080963765,0.00748820386424219,0.0254337518949429,0
1989-12-01,0.25030095888976,0.0591414202378316,0.0174000149617049,0.0103827557991135,0.024816635157129,0
1990-01-01,0.230403800239952,0.0432858464593106,0.0154512249645307,0.00691041656479329,0.0265556662874618,0
1990-02-01,0.234548168134146,0.0505739944323728,0.0164883135511011,0.0096008766198313,0.0277925118514383,0
1990-03-01,0.261619472663252,0.0433689746535584,0.0160341005128066,0.00629230948666517,0.0271321967681321,0
1990-04-01,0.230490039379887,0.0533153685322112,0.0164576063474797,0.0100450203854441,0.0279660734258509,0
1990-05-01,0.21737577600949,0.0459454866779892,0.0168199427030427,0.00771273105350579,0.0255125144596585,0
1990-06-01,0.236570089298599,0.0470656252376374,0.0142972947517289,0.00577280517902137,0.0254898829081745,0
1990-07-01,0.242719266237994,0.0468261395908284,0.0155500842944312,0.0075591958221504,0.0278275050691081,0
1990-08-01,0.223744650980894,0.0477007227304207,0.0158605106362715,0.00761942583715803,0.0267611683919563,0
1990-09-01,0.230395244911586,0.0472345650411277,0.0168104467361363,0.00707435981410894,0.0265508014784092,0
1990-10-01,0.222464303625896,0.0440591475593378,0.0135480577325904,0.00533991481926127,0.0271731564588654,0
1990-11-01,0.224420270171209,0.0503755354136887,0.0166790384887862,0.00912023784341029,0.0253438966758604,0
1990-12-01,0.227641462601349,0.0472001068156706,0.0170629903537017,0.00648905136820461,0.0297620247700914,0
1991-01-01,0.22729344580067,0.0531338952839347,0.0161854973816338,0.00785191284437517,0.027301876209399,0
1991-02-01,0.229553949572281,0.0502825616042248,0.0161749872122506,0.00716633687372758,0.0305872541445956,0
1991-03-01,0.202836866914841,0.0616590220672379,0.0202662344584997,0.0109723691109743,0.0270739404473298,0
1991-04-01,0.240940489657578,0.0435652372585406,0.0156565237529468,0.00456660310028566,0.0289949071552833,0
1991-05-01,0.213351490256086,0.0486294755119216,0.0196456244547495,0.0104699840559101,0.0280007477024973,0
1991-06-01,0.215699462705025,0.0524111420009661,0.0185588874344918,0.00867273797505927,0.0298733086721874,0
1991-07-01,0.214695980008418,0.0514010488811965,0.0162741848568145,0.00741996163176,0.030376427116568,0
1991-08-01,0.196290023891371,0.0507742116163649,0.016351961368883,0.00966601161668242,0.02880687484598,0
1991-09-01,0.22564056259192,0.0495378493520766,0.0169673805873105,0.00853613772533152,0.029309123686966,0
1991-10-01,0.206960333686436,0.0544270241114609,0.0178105566487277,0.00872510886370204,0.0304336453500386,0
1991-11-01,0.208984984662682,0.0489676592172149,0.0156402917409892,0.00675289398756796,0.0307383236394786,0
1991-12-01,0.208762138063843,0.0566771324544275,0.0192384008648981,0.0102649763457283,0.0281641632272115,0
1992-01-01,0.203452540867299,0.0527575666993208,0.0166003479224932,0.0075278074899016,0.0300518687840134,0
1992-02-01,0.193282114257119,0.052186997611453,0.0189655705498431,0.00968356605288879,0.0298820397152437,0
1992-03-01,0.18729394026516,0.0507168372546123,0.0179063556581784,0.00898168099528951,0.027695047841149,0
1992-04-01,0.195532970465543,0.0493837079159703,0.0176480644932234,0.00773218504023158,0.029245446174531,0
1992-05-01,0.207555776439537,0.0520235950329669,0.0173499822765894,0.00819746973629561,0.0334326863562961,0
1992-06-01,0.190083788015529,0.0516956634637469,0.0179648482261718,0.0089617879617001,0.0309070470577503,0
1992-07-01,0.200074596838732,0.0514287898180587,0.0171021712088291,0.00756931498067909,0.0295696449523241,0
1992-08-01,0.208820580272308,0.0557160043660862,0.0184386932481206,0.00960025210369863,0.0322211220807842,0
1992-09-01,0.198017308451673,0.0465442616670033,0.0169857574196356,0.00750519860697043,0.0323926782004864,0
1992-10-01,0.202114465498187,0.0591028267577335,0.0176611075926713,0.00990828833991648,0.0318897805060429,0
1992-11-01,0.209359871396557,0.0520808327679547,0.0185796189737497,0.0105420767762443,0.0332484421205881,0
1992-12-01,0.205874452257169,0.0416877986176157,0.0185432029923803,0.00667415807002583,0.0330186217559367,0
1993-01-01,0.204999945431817,0.0568203635798326,0.0194615024687097,0.0108465233805939,0.0315465870930361,0
1993-02-01,0.191605940076296,0.0497474586973325,0.0158009339482958,0.00781192893236698,0.0322209842294966,0
1993-03-01,0.198330944443152,0.0524847535590496,0.016902047198321,0.00946149316597062,0.0321674551666516,0
1993-04-01,0.19600364585934,0.0496814504333509,0.0183716731891199,0.0100004560901801,0.0296718032381201,0
1993-05-01,0.199391081467151,0.0503139681324761,0.0183142357284374,0.00895629869673309,0.0313123137954932,0
1993-06-01,0.205932877931068,0.0449848581727387,0.0177403448421875,0.00690237562210477,0.0294384647912724,0
1993-07-01,0.188105064297969,0.0505227300626033,0.0174914537263225,0.00896463458662709,0.0266221875714088,0
1993-08-01,0.217425862570439,0.0501846157572419,0.0174494083568669,0.00856249477863959,0.0304566787332299,0
1993-09-01,0.196392832877851,0.0533277846950479,0.0172450451615095,0.00981612263403483,0.0284106611714757,0
1993-10-01,0.196793134286277,0.0514097157918363,0.017801271187345,0.00898693440215108,0.0303347972072945,0
1993-11-01,0.195276271094457,0.0512224053783767,0.0170780721585166,0.00797536044591366,0.0285798592068567,0
1993-12-01,0.204500758604809,0.0530303486046311,0.014690535687172,0.0085862944411624,0.0274505520471752,0
1994-01-01,0.196950818166719,0.0481697833003114,0.0173078878030809,0.00731524825367757,0.0285070711908016,0
1994-02-01,0.202591166421211,0.0509885400466688,0.0171375715248666,0.00860165534758832,0.0310513750706268,0
1994-03-01,0.199128085849186,0.0533141956279941,0.0175357191572281,0.00955761233402875,0.031526195114372,0
1994-04-01,0.201747334181819,0.0575585486346379,0.018412449272525,0.0103798171882413,0.032360487777223,0
1994-05-01,0.216035497828199,0.052470034520849,0.0163865912391981,0.00787933832793334,0.0334073975676469,0
1994-06-01,0.216265190900748,0.0555549005701557,0.0163949861994637,0.0110456238159334,0.035516969685295,0
1994-07-01,0.206352801572527,0.0647124474345429,0.0173439257093864,0.0103266682366343,0.0330730079282458,0
1994-08-01,0.212700769333152,0.0573140594035502,0.016861676437345,0.00832071411454981,0.0340780740162204,0
1994-09-01,0.208760376476897,0.0626467130397305,0.0173445046816103,0.00970161743690878,0.0321702382068256,0
1994-10-01,0.217195168239479,0.054580437790323,0.0168991487458209,0.00994609574611193,0.0317221398867051,0
1994-11-01,0.200850338332068,0.0524107068645213,0.0156357211970518,0.00893965579002968,0.0317024606086232,0
1994-12-01,0.221680382441069,0.0548787643914931,0.0150202960841376,0.00830249631680059,0.0317193281643555,0
1995-01-01,0.219244992029937,0.0500582218694759,0.0162594536160416,0.00898295321539412,0.0334716065858317,0
1995-02-01,0.22862027624199,0.0548359911617212,0.0166702536898603,0.00827451832917023,0.0308995953055468,0
1995-03-01,0.228434225284942,0.052198743143135,0.0149648729736821,0.00751671870913111,0.0302657936443959,0
1995-04-01,0.209844990818731,0.0469241415628248,0.0159664880755451,0.0081890392357631,0.0283617449137419,0
1995-05-01,0.213256953815429,0.0563341935967852,0.0161154738683553,0.00790601677828185,0.0296118722293677,0
1995-06-01,0.21429710871355,0.0588491986624309,0.0155994478478892,0.009988270313693,0.0313935403231297,0
1995-07-01,0.220835748493808,0.0517298527078174,0.0153508701282322,0.00738330426267818,0.0312446726933324,0
1995-08-01,0.213499313274041,0.0525825693627971,0.0163347690540657,0.0084512178341967,0.0312636513800299,0
1995-09-01,0.211863974779059,0.0553934649416024,0.016530394141891,0.00923418365698204,0.0306218422277118,0
1995-10-01,0.21345492056814,0.0544700065862102,0.0159129931025161,0.00883578489692635,0.030845057721007,0
1995-11-01,0.229084493372095,0.0544263091572906,0.0162270756436423,0.0074894948370466,0.0327098817772718,0
1995-12-01,0.215945601109864,0.0512591972362333,0.0154960222494543,0.0076594414118084,0.0306301985848735,0
1996-01-01,0.19329626282843,0.0554237764829016,0.0158668225481255,0.0100645486400094,0.0297287270392336,0
1996-02-01,0.217932128032994,0.0526895897833565,0.0167299039623079,0.00822013121096097,0.0292478165377472,0
1996-03-01,0.21847141611522,0.0552493465611482,0.0162393446987712,0.00939853736530001,0.0316035839316759,0
1996-04-01,0.204024634625679,0.0596329504457385,0.0158540798629121,0.00867850247399615,0.0288652825019816,0
1996-05-01,0.203227067493033,0.0519124489545152,0.0159338478782785,0.00817628658836484,0.029105423016739,0
1996-06-01,0.221206285773686,0.061201443752087,0.0160399260031257,0.0094770462150895,0.0306284742162223,0
1996-07-01,0.216970268612689,0.049574969275596,0.0151304605561123,0.00797874340988216,0.0338404742325565,0
1996-08-01,0.206718366468304,0.0571143505735834,0.0162185658730929,0.00887952311452673,0.0277847896994362,0
1996-09-01,0.218497361088431,0.0490439141027993,0.0156812685288863,0.00980819131165144,0.0301130758131782,0
1996-10-01,0.22587757612897,0.0524370362954733,0.0139788280217385,0.00716638905417261,0.0312509688538941,0
1996-11-01,0.210286989152578,0.0515367787124047,0.0158641978911353,0.00817437921301776,0.0277221215181197,0
1996-12-01,0.217998568423422,0.0524850158556972,0.014910120615475,0.00770020720176865,0.0289243157235947,0
1997-01-01,0.201250127901431,0.0530319123257449,0.0152345687269383,0.0086565614838786,0.0287791129256795,0
1997-02-01,0.209597968730178,0.0534408117114799,0.016011437777392,0.00853072972094079,0.0293884585583215,0
1997-03-01,0.214440846839411,0.0522811755400843,0.0158376514589005,0.00893510186405781,0.0288316540692724,0
1997-04-01,0.218308803699675,0.0545739997856463,0.0159926410938144,0.00911579135994705,0.0298567928978195,0
1997-05-01,0.22413393674118,0.0501524439939514,0.0142252156935719,0.00853828341112234,0.0301216088649632,0
1997-06-01,0.228279127752945,0.0425700425264377,0.016333009872023,0.00663784206982571,0.0292872090687324,0
1997-07-01,0.220611826364434,0.0551521871145708,0.0161790742393584,0.00916392286351466,0.0282462734194947,0
1997-08-01,0.227086964323785,0.0484269277256933,0.0138692880283366,0.00675696377806653,0.0282487487442557,0
1997-09-01,0.203157278204843,0.0585173505244813,0.01450364865709,0.00853133453378145,0.0290389317738443,0
1997-10-01,0.211869271101218,0.0522333331312148,0.0153394866336063,0.00837094567044099,0.0276944948555517,0
1997-11-01,0.229633833836298,0.0485104247528069,0.0153884690240052,0.00795418907416688,0.0268207347189143,0
1997-12-01,0.218139159547991,0.0453712428580936,0.0139893301286133,0.00789380569509049,0.0274733958746947,0
1998-01-01,0.23586838981069,0.0486080396703472,0.0166141102620081,0.00912055607375925,0.028439769062534,0
1998-02-01,0.213904145809064,0.0469827917940457,0.0137357343988099,0.00755560450512476,0.0264249412284923,0
1998-03-01,0.226798802243531,0.0478161326404338,0.0152087647026652,0.00758226404483322,0.0303039079397984,0
1998-04-01,0.223974663860564,0.0580703010169274,0.0145268452234878,0.00883077738954952,0.0280159806360376,0
1998-05-01,0.243966420956894,0.0459829940347736,0.0145261111222716,0.00840989473307424,0.0283420756352689,0
1998-06-01,0.226775213814803,0.0437093632711456,0.0141150853945758,0.00596749314732476,0.026339400892366,0
1998-07-01,0.219867585597003,0.0457700937466744,0.0150418131526438,0.00801322883224053,0.0255213285147131,0
1998-08-01,0.238273020717263,0.0480634783710523,0.0164284607830688,0.0088368511336147,0.0268894862860739,0
1998-09-01,0.233444933447457,0.0401242837061341,0.0146494021681914,0.00646343117151524,0.0275753680777888,0
1998-10-01,0.228998849784304,0.0490935838740309,0.0156675079474909,0.00753850217170951,0.0255871996092675,0
1998-11-01,0.230954222627715,0.0464036699266445,0.0151008740546661,0.00838488555367316,0.0265262813811981,0
1998-12-01,0.229749798764559,0.0477681019842747,0.0146206329699867,0.00863769747559733,0.0277972428773726,0
1999-01-01,0.249424594836032,0.0523671823884173,0.0139960916700835,0.00868385754834224,0.0289785150433442,0
1999-02-01,0.218033384698941,0.0479791871368891,0.0135551908795654,0.00731201769439398,0.0280328504410935,0
1999-03-01,0.240955977921847,0.050759124907802,0.0138049047420074,0.00713776471525132,0.0269608678848347,0
1999-04-01,0.2336176663305,0.0370513398021416,0.0151078436799618,0.0071560036127241,0.028330943485721,0
1999-05-01,0.23330357755617,0.051189371663071,0.0139628842307973,0.00803283133849335,0.0272950494241799,0
